Gene,EntrezID,UNIPROT,3250_overlap,protein_rank_3250,protein_rank_3250_rev,Concentration(ng/L),number of EXPERIMENT,Median
GH2,2689,P01242,NA,NA,NA,4200,NA,NA
TG,7038,P01266,NA,NA,NA,1600,2,48793528
GCG,2641,P01275,NA,NA,NA,420,NA,109383265.8
PPY,5539,P01298,NA,NA,NA,44,NA,NA
NPY,4852,P01303,NA,NA,NA,21,NA,NA
GAST,2520,P01350,NA,NA,NA,87,NA,NA
IL2RA,3559,P01589,NA,NA,NA,410,NA,NA
IGKV1D-33,28896,P01593,NA,NA,NA,4900000,NA,NA
IGKV1-39,28930,P01597,NA,NA,NA,8000000,NA,76679098.56
IGKV1-17,28937,P01599,NA,NA,NA,8400000,NA,110678612.1
IGKV1D-16,28901,P01601,NA,NA,NA,9000000,NA,73548484
IGKV1-5,28299,P01602,NA,NA,NA,8400000,1,75094739.81
IGKV1D-12,28903,P01611,NA,NA,NA,12000000,NA,NA
IGKV2D-40,28878,P01614,NA,NA,NA,1900000,NA,NA
IGKV2D-28,28883,P01615,NA,NA,NA,3500000,NA,NA
IGKV3-15,28913,P01624,NA,NA,NA,7200000,NA,NA
IGLV1-44,28823,P01699,NA,NA,NA,4000000,NA,607310115.1
IGLV1-47,28822,P01700,NA,NA,NA,3000000,NA,338994597
IGLV1-51,28820,P01701,NA,NA,NA,1700000,NA,142238832.1
IGLV1-40,28825,P01703,NA,NA,NA,2300000,NA,NA
IGLV2-14,28815,P01704,NA,NA,NA,2200000,NA,261878949
IGLV2-23,28813,P01705,NA,NA,NA,540000,NA,15837297.17
IGLV2-11,28816,P01706,NA,NA,NA,980000,NA,453124157
IGLV2-8,28817,P01709,NA,NA,NA,1500000,NA,402825437.1
IGLV3-19,28797,P01714,NA,NA,NA,1200000,NA,22335153.75
IGLV3-1,28809,P01715,NA,NA,NA,4300000,NA,8015025.5
IGLV3-25,28793,P01717,NA,NA,NA,3200000,NA,172473800.3
IGLV3-27,28791,P01718,NA,NA,NA,720000,NA,73704125
IGLV6-57,28778,P01721,NA,NA,NA,1900000,NA,NA
CD8A,925,P01732,NA,NA,NA,490,19,NA
IGHV1-46,28465,P01743,NA,NA,NA,2900000,NA,141194145.5
IGHV3-11,28450,P01762,NA,NA,NA,18000000,NA,187062473.8
IGHV3-48,28424,P01763,NA,NA,NA,49000000,NA,187062473.8
IGHV3-23,28442,P01764,NA,NA,NA,42000000,13,150344902.1
IGHV3-13,28449,P01766,NA,NA,NA,33000000,NA,223251743.2
IGHV3-53,28420,P01767,NA,NA,NA,4300000,NA,183672435.5
IGHV3-30,28439,P01768,NA,NA,NA,8500000,NA,NA
IGHV3-33,28434,P01772,NA,NA,NA,7500000,NA,183672435.5
IGHV3-7,28452,P01780,NA,NA,NA,39000000,NA,142389439
IGHV2-70,28454,P01814,NA,NA,NA,170000,NA,64248815
IGHV2-5,28457,P01817,NA,NA,NA,700000,NA,69963855.38
IGHV4-39,28394,P01824,NA,NA,NA,5000000,NA,80364887
IGHV4-59,28392,P01825,NA,NA,NA,5500000,NA,80364887
IGHE,3497,P01854,NA,NA,NA,77000,NA,37408875
IGHG1,3500,P01857,NA,NA,NA,230000000,1,1168068399
IGHA2,3494,P01877,NA,NA,NA,67000000,NA,877548678.3
IGHD,3495,P01880,NA,NA,NA,14000000,NA,22088304.88
HLA-DRA,3122,P01903,NA,NA,NA,950,14,NA
HLA-DQA1,3117,P01909,NA,NA,NA,200,NA,33981073.81
HBZ,3050,P02008,NA,NA,NA,80000,17,723691162
HBE1,3046,P02100,NA,NA,NA,510000,16,18404327686
MB,4151,P02144,NA,NA,NA,140000,11,NA
COL2A1,1280,P02458,NA,NA,NA,1400,9,NA
KRT14,3861,P02533,NA,NA,NA,1600000,27,225681812.7
KRT6A,3853,P02538,NA,NA,NA,4500000,18,188379784.1
TNNC2,7125,P02585,NA,NA,NA,560,4,272563146
APOA2,336,P02652,NA,NA,NA,92000000,1,NA
APOC1,341,P02654,NA,NA,NA,15000000,8,NA
APOC2,344,P02655,NA,NA,NA,49000000,14,NA
GYPA,2993,P02724,NA,NA,NA,15000,8,NA
SLC4A1,6521,P02730,NA,NA,NA,22000,NA,138481701
CRP,1401,P02741,NA,NA,NA,5200000,NA,70665791.5
APCS,325,P02743,NA,NA,NA,39000000,NA,106579169.3
C1QA,712,P02745,NA,NA,NA,2700000,NA,112241625.4
C1QC,714,P02747,NA,NA,NA,2100000,NA,170677423
APOH,350,P02749,NA,NA,NA,41000000,NA,187022978.3
LRG1,116844,P02750,NA,NA,NA,42000000,NA,130681063.3
RBP4,5950,P02753,NA,NA,NA,210000000,NA,NA
ORM1,5004,P02763,NA,NA,NA,61000000,NA,111522539.6
TTR,7276,P02766,NA,NA,NA,99000000,NA,47559572.91
AFP,174,P02771,NA,NA,NA,150000,6,NA
PPBP,5473,P02775,NA,NA,NA,2900000,NA,126901886.1
PRH2,5555,P02810,NA,NA,NA,21000,NA,NA
PRB2,653247,P02812,NA,NA,NA,25000,NA,18623203.56
SMR3B,10879,P02814,NA,NA,NA,1900,NA,NA
BGLAP,632,P02818,NA,NA,NA,2200,NA,NA
F11,2160,P03951,NA,NA,NA,4400000,NA,106551967
KLKB1,3818,P03952,NA,NA,NA,5300000,NA,31395465
MMP1,4312,P03956,NA,NA,NA,55,14,32363195.83
AMH,268,P03971,NA,NA,NA,280,NA,NA
SLPI,6590,P03973,NA,NA,NA,9600,NA,69482850.67
PLA2G1B,5319,P04054,NA,NA,NA,3900,NA,1066488985
PROC,5624,P04070,NA,NA,NA,5200000,NA,113247395.7
PDGFA,5154,P04085,NA,NA,NA,580,NA,NA
RLN2,6019,P04090,NA,NA,NA,10,NA,NA
CLPS,1208,P04118,NA,NA,NA,1600,NA,2222449423
TFF1,7031,P04155,NA,NA,NA,950,NA,101796514.5
PRNP,5621,P04156,NA,NA,NA,5100,23,NA
LCAT,3931,P04180,NA,NA,NA,6400000,12,226979826
IGLV7-43,28776,P04211,NA,NA,NA,130000,NA,186297097
THY1,7070,P04216,NA,NA,NA,14000,19,NA
A1BG,1,P04217,NA,NA,NA,51000000,NA,104523648.3
SHBG,6462,P04278,NA,NA,NA,9100000,1,NA
SEMG1,6406,P04279,NA,NA,NA,7000,9,1785630.563
IGKV1-16,28938,P04430,NA,NA,NA,10000000,NA,50646056
IGKV3-11,28914,P04433,NA,NA,NA,18000000,NA,132067905.1
NTRK1,4914,P04629,NA,NA,NA,79,NA,NA
MT1F,4494,P04733,NA,NA,NA,160,NA,8035382.75
GYPC,2995,P04921,NA,NA,NA,970,5,31910212.56
IGF1,3479,P05019,NA,NA,NA,330000,NA,NA
CHGB,1114,P05060,NA,NA,NA,6500,14,26219432.36
ALDOB,229,P05062,NA,NA,NA,560000,7,174505756.4
APP,351,P05067,NA,NA,NA,26000,39,NA
ARG1,383,P05089,NA,NA,NA,9500,15,25668335.81
ITGB3,3690,P05106,NA,NA,NA,38000,21,46426768.8
ITGB2,3689,P05107,NA,NA,NA,3300,8,NA
SERPINB2,5055,P05120,NA,NA,NA,2200,12,55753253.67
SERPINE1,5054,P05121,NA,NA,NA,13000,17,36720887.75
SERPINA5,5104,P05154,NA,NA,NA,2100000,NA,18311543.75
SERPING1,710,P05155,NA,NA,NA,28000000,NA,99839360.27
CFI,3426,P05156,NA,NA,NA,12000000,15,NA
F13B,2165,P05160,NA,NA,NA,4700000,NA,472712293
HMGN2,3151,P05204,NA,NA,NA,640,NA,13430749.7
SCG5,6447,P05408,NA,NA,NA,100,13,NA
FABP3,2170,P05413,NA,NA,NA,3000,14,NA
REG1A,5967,P05451,NA,NA,NA,68000,NA,59254958.56
CLEC3B,7123,P05452,NA,NA,NA,25000000,NA,NA
MYL1,4632,P05976,NA,NA,NA,21000,4,77455188.31
HPN,3249,P05981,NA,NA,NA,3300,NA,NA
FYN,2534,P06241,NA,NA,NA,820,26,126374256
IGKV2-30,28919,P06310,NA,NA,NA,6800000,NA,57598852.13
IGKV4-1,28908,P06312,NA,NA,NA,8500000,NA,153293617.3
IGKV5-2,28907,P06315,NA,NA,NA,4700,NA,NA
IGHV4-34,28395,P06331,NA,NA,NA,4300000,NA,80364887
PTMA,5757,P06454,NA,NA,NA,1200,13,NA
C2,717,P06681,NA,NA,NA,34000000,NA,70123319.69
APOA4,337,P06727,NA,NA,NA,74000000,NA,137544492.2
CEACAM5,1048,P06731,NA,NA,NA,23000,24,60652048.13
CKM,1158,P06732,NA,NA,NA,170000,12,63170508.83
FCER2,2208,P06734,NA,NA,NA,240,NA,NA
LPL,4023,P06858,NA,NA,NA,4200,14,59007904.85
HEXA,3073,P06865,NA,NA,NA,20000,24,NA
KLK1,3816,P06870,NA,NA,NA,10000,NA,NA
FABP1,2168,P07148,NA,NA,NA,45000,5,54093925.69
LDHB,3945,P07195,NA,NA,NA,560000,51,NA
NEFL,4747,P07196,NA,NA,NA,200,17,187079638.8
NEFM,4741,P07197,NA,NA,NA,220,9,NA
GPX1,2876,P07203,NA,NA,NA,3100,19,NA
THBD,7056,P07204,NA,NA,NA,1300,15,11193519.9
PROS1,5627,P07225,NA,NA,NA,5000000,7,NA
KLK3,354,P07288,NA,NA,NA,7000,NA,NA
ASGR1,432,P07306,NA,NA,NA,10,NA,85139384.16
ASGR2,433,P07307,NA,NA,NA,14000,NA,43829665.3
ACYP1,97,P07311,NA,NA,NA,89,23,NA
ADH1A,124,P07327,NA,NA,NA,38000,3,479050646
CSF1R,1436,P07333,NA,NA,NA,1600000,NA,40109113.25
CTSD,1509,P07339,NA,NA,NA,370000,36,NA
C8A,731,P07357,NA,NA,NA,6400000,NA,63643868.25
GP1BA,2811,P07359,NA,NA,NA,1600000,NA,NA
C8G,733,P07360,NA,NA,NA,2800000,NA,85062580.03
CA3,761,P07451,NA,NA,NA,53000,NA,31856612
IVL,3713,P07476,NA,NA,NA,4700,1,60272309.23
PRSS1,5644,P07477,NA,NA,NA,100000000,5,183820094.7
PRSS2,5645,P07478,NA,NA,NA,890000,10,NA
GALT,2592,P07902,NA,NA,NA,260,NA,64997285
HNRNPC,3183,P07910,NA,NA,NA,1200,46,NA
UMOD,7369,P07911,NA,NA,NA,66000,NA,NA
RET,5979,P07949,NA,NA,NA,2100,NA,NA
TPM2,7169,P07951,NA,NA,NA,140000,24,NA
SFTPB,6439,P07988,NA,NA,NA,80000,6,457279003.8
RNASE1,6035,P07998,NA,NA,NA,1100000,NA,17790709.06
IGF1R,3480,P08069,NA,NA,NA,46,14,NA
MSMB,4477,P08118,NA,NA,NA,6000,NA,NA
COL1A2,1278,P08123,NA,NA,NA,27000,7,NA
NGFR,4804,P08138,NA,NA,NA,490,14,67973693
CD55,1604,P08174,NA,NA,NA,360000,21,NA
SLC3A2,6520,P08195,NA,NA,NA,170000,57,NA
CELA2A,63036,P08217,NA,NA,NA,2700,NA,186033719.1
MMP3,4314,P08254,NA,NA,NA,460,NA,39888741.69
ADH4,127,P08319,NA,NA,NA,20000,NA,297512602
HMBS,3145,P08397,NA,NA,NA,21000,15,NA
MME,4311,P08473,NA,NA,NA,320,21,58852454.69
INHBA,3624,P08476,NA,NA,NA,210,11,65460870.38
MGP,4256,P08493,NA,NA,NA,29000,13,143503072
ITGA2B,3674,P08514,NA,NA,NA,90000,5,53829807.29
LPA,4018,P08519,NA,NA,NA,1800000,NA,54706860.75
MET,4233,P08581,NA,NA,NA,100000,24,27486534.63
MELTF,4241,P08582,NA,NA,NA,41000,39,27308313.56
MYL3,4634,P08590,NA,NA,NA,7300,18,77662496.63
F7,2155,P08709,NA,NA,NA,1300000,2,NA
KRT7,3855,P08729,NA,NA,NA,1300000,21,199121238.4
KRT16,3868,P08779,NA,NA,NA,1700000,24,238310754.7
IGFBP1,3484,P08833,NA,NA,NA,25000,NA,NA
RPSA,3921,P08865,NA,NA,NA,1200,33,NA
IL6R,3570,P08887,NA,NA,NA,35000,9,NA
SNRPA,6626,P09012,NA,NA,NA,35,24,NA
HBQ1,3049,P09105,NA,NA,NA,160,NA,19456136.63
DBH,1621,P09172,NA,NA,NA,1600000,NA,25832217.5
MMP7,4316,P09237,NA,NA,NA,35,14,41394346.08
CD48,962,P09326,NA,NA,NA,2000,NA,36995288.5
VIL1,7429,P09327,NA,NA,NA,6.8,27,73884526.69
HMGB1,3146,P09429,NA,NA,NA,2800,29,NA
PAEP,5047,P09466,NA,NA,NA,120,NA,NA
INHBB,3625,P09529,NA,NA,NA,130,13,75229928.5
CSF1,1435,P09603,NA,NA,NA,22000,11,NA
HNRNPA1,3178,P09651,NA,NA,NA,9300,21,NA
CTSH,1512,P09668,NA,NA,NA,8700,16,NA
GIP,2695,P09681,NA,NA,NA,540,NA,NA
ALPI,248,P09923,NA,NA,NA,130,7,37904839.52
FURIN,5045,P09958,NA,NA,NA,130,NA,NA
C4B,721,P0C0L5,NA,NA,NA,120000000,16,NA
ELFN1,392617,P0C7U0,NA,NA,NA,43,NA,NA
TMSB15A,11013,P0CG34,NA,NA,NA,130,NA,NA
SAA1,6288,P0DJI8,NA,NA,NA,11000000,16,476101091.3
SAA2,6289,P0DJI9,NA,NA,NA,9200000,17,177023568.9
SULT1A3,6818,P0DMM9,NA,NA,NA,160,4,NA
HSPA1A,3303,P0DMV8,NA,NA,NA,47000,40,1076589989
IGHV4-31,28396,P0DP07,NA,NA,NA,710000,1,NA
CALM1,801,P0DP23,NA,NA,NA,75000,34,523825605.2
SLURP2,432355,P0DP57,NA,NA,NA,3100,NA,NA
LYNX1,66004,P0DP58,NA,NA,NA,310,12,NA
VSIG8,391123,P0DPA2,NA,NA,NA,650,NA,48978080.25
IGKV1D-37,28894,P0DSN7,NA,NA,NA,6700000,NA,NA
AMY1B,277,P0DTE7,NA,NA,NA,70000,NA,NA
AMY1C,278,P0DTE8,NA,NA,NA,70000,NA,NA
AMY1A,276,P0DUB6,NA,NA,NA,70000,2,NA
SRGN,5552,P10124,NA,NA,NA,100000,11,NA
RNASE2,6036,P10153,NA,NA,NA,200000,NA,NA
SPP1,6696,P10451,NA,NA,NA,73000,14,14713159.5
MGST1,4257,P10620,NA,NA,NA,19,11,NA
MAPT,4137,P10636,NA,NA,NA,7.1,2,NA
CHGA,1113,P10645,NA,NA,NA,100000,11,46991979.81
TFPI,7035,P10646,NA,NA,NA,87000,13,NA
KIT,3815,P10721,NA,NA,NA,49000,13,415974182
UROS,7390,P10746,NA,NA,NA,69,NA,56529615
GHR,2690,P10912,NA,NA,NA,24000,NA,NA
MYL2,4633,P10916,NA,NA,NA,180,8,NA
MYH3,4621,P11055,NA,NA,NA,29000,3,211304764.3
LIPC,3990,P11150,NA,NA,NA,5500,NA,NA
PYGM,5837,P11217,NA,NA,NA,10000,21,354070934.7
MBL2,4153,P11226,NA,NA,NA,1900000,NA,7772308.574
FGFR1,2260,P11362,NA,NA,NA,78000,2,NA
UBL4A,8266,P11441,NA,NA,NA,11,12,NA
PSG1,5669,P11464,NA,NA,NA,75000,NA,NA
PSG2,5670,P11465,NA,NA,NA,41000,NA,NA
CETP,1071,P11597,NA,NA,NA,360000,NA,NA
SCGB1A1,7356,P11684,NA,NA,NA,13000,NA,NA
VPREB1,7441,P12018,NA,NA,NA,62,NA,NA
KRT3,3850,P12035,NA,NA,NA,280000,25,184908227.4
COX6A1,1337,P12074,NA,NA,NA,85,NA,2747520.469
FABP2,2169,P12104,NA,NA,NA,61,3,NA
COL11A1,1301,P12107,NA,NA,NA,640,4,NA
COL6A1,1291,P12109,NA,NA,NA,250000,30,NA
PIP,5304,P12273,NA,NA,NA,66000,9,34372090.29
FCGR2A,2212,P12318,NA,NA,NA,46000,9,25313027.04
BMP2,650,P12643,NA,NA,NA,21,11,5921938.25
BCKDHA,593,P12694,NA,NA,NA,7.7,NA,NA
ACE,1636,P12821,NA,NA,NA,170000,25,NA
MYL4,4635,P12829,NA,NA,NA,3100,7,NA
DEFA4,1669,P12838,NA,NA,NA,98,NA,NA
MLN,4295,P12872,NA,NA,NA,200,NA,NA
MYH1,4619,P12882,NA,NA,NA,98000,4,211304764.3
MYH7,4625,P12883,NA,NA,NA,43000,3,211304764.3
PEPD,5184,P12955,NA,NA,NA,860000,20,NA
GP1BB,2812,P13224,NA,NA,NA,4400,8,NA
BMP1,649,P13497,NA,NA,NA,9200,14,53322105
CCL5,6352,P13501,NA,NA,NA,2900,8,NA
SCG2,7857,P13521,NA,NA,NA,330,12,62393486.5
MYH6,4624,P13533,NA,NA,NA,25000,3,211304764.3
MYH8,4626,P13535,NA,NA,NA,53000,4,NA
NCAM1,4684,P13591,NA,NA,NA,2300000,23,38646477.5
ICAM2,3384,P13598,NA,NA,NA,730000,14,NA
ATP1A3,478,P13637,NA,NA,NA,220,28,NA
KRT10,3858,P13645,NA,NA,NA,18000000,40,279098586.2
KRT13,3860,P13646,NA,NA,NA,680000,30,176169031.3
KRT5,3852,P13647,NA,NA,NA,3600000,27,189133108
ACP5,54,P13686,NA,NA,NA,4000,13,106668558.8
CEACAM1,634,P13688,NA,NA,NA,130000,24,86986975.5
PRG2,5553,P13727,NA,NA,NA,100000,16,152515888.2
TNNT1,7138,P13805,NA,NA,NA,79,NA,NA
COL11A2,1302,P13942,NA,NA,NA,2100,NA,NA
CD59,966,P13987,NA,NA,NA,58000,33,NA
HSD17B1,3292,P14061,NA,NA,NA,19,NA,NA
GFAP,2670,P14136,NA,NA,NA,170000,19,206858820
SELL,6402,P14151,NA,NA,NA,4700000,NA,NA
FOLR2,2350,P14207,NA,NA,NA,15000,NA,57079011.75
HGF,3082,P14210,NA,NA,NA,14,NA,NA
PRF1,5551,P14222,NA,NA,NA,2100,16,NA
HCLS1,3059,P14317,NA,NA,NA,870,13,NA
ATP1B2,482,P14415,NA,NA,NA,160,1,NA
PLA2G2A,5320,P14555,NA,NA,NA,680,16,NA
GP9,2815,P14770,NA,NA,NA,2600,NA,52171330.5
IL1R1,3554,P14778,NA,NA,NA,1400,NA,NA
CPA1,1357,P15085,NA,NA,NA,110000,NA,259063184.5
CPB1,1360,P15086,NA,NA,NA,88000,NA,262751257.3
FABP4,2167,P15090,NA,NA,NA,22000,NA,42415766.69
PVR,5817,P15151,NA,NA,NA,720000,22,NA
PGAM2,5224,P15259,NA,NA,NA,38000,13,192225860.8
ACP3,55,P15309,NA,NA,NA,480,7,12844451.69
FOLR1,2348,P15328,NA,NA,NA,140,13,210719192.4
HPGD,3248,P15428,NA,NA,NA,20,19,141330511.5
ELN,2006,P15502,NA,NA,NA,2900,NA,NA
CSF2RA,1438,P15509,NA,NA,NA,13000,20,NA
GNS,2799,P15586,NA,NA,NA,510,24,NA
VEGFA,7422,P15692,NA,NA,NA,57,1,NA
CD1D,912,P15813,NA,NA,NA,880,NA,NA
IGLL1,3543,P15814,NA,NA,NA,48000000,NA,NA
MUC1,4582,P15941,NA,NA,NA,4000,13,NA
SELP,6403,P16109,NA,NA,NA,520000,9,NA
ACAN,176,P16112,NA,NA,NA,17000,14,NA
SPN,6693,P16150,NA,NA,NA,270,8,25197920.58
PNLIP,5406,P16233,NA,NA,NA,14000,NA,1543477616
PDGFRA,5156,P16234,NA,NA,NA,300,12,354812936
NCK1,4690,P16333,NA,NA,NA,17,9,NA
H1-3,3007,P16402,NA,NA,NA,4000,17,592474344.1
EPCAM,4072,P16422,NA,NA,NA,22,41,154201763.7
DPEP1,1800,P16444,NA,NA,NA,370,32,138166376
EPB42,2038,P16452,NA,NA,NA,1400,NA,124730653.7
PCSK2,5126,P16519,NA,NA,NA,18,8,39178148
CRISP2,7180,P16562,NA,NA,NA,820,NA,NA
SELE,6401,P16581,NA,NA,NA,180000,NA,NA
CD36,948,P16671,NA,NA,NA,5300,10,NA
CPE,1363,P16870,NA,NA,NA,600,9,67081856.08
IL7R,3575,P16871,NA,NA,NA,610,13,NA
IFNAR1,3454,P17181,NA,NA,NA,170,NA,NA
SMPD1,6609,P17405,NA,NA,NA,2700,NA,71480283.38
AKR1C4,1109,P17516,NA,NA,NA,3800,4,325911398.8
CKMT2,1160,P17540,NA,NA,NA,3000,3,140717334.6
SYN1,6853,P17600,NA,NA,NA,48,NA,15625495
TYRP1,7306,P17643,NA,NA,NA,51,7,375471161.8
GAP43,2596,P17677,NA,NA,NA,35,13,45951422.28
HLA-G,3135,P17693,NA,NA,NA,67000,10,166448133.4
DDX5,1655,P17844,NA,NA,NA,310,29,NA
CR1,1378,P17927,NA,NA,NA,33000,NA,96829265
IGFBP3,3486,P17936,NA,NA,NA,3600000,15,NA
FLT1,2321,P17948,NA,NA,NA,87,9,386783148
PSMC3,5702,P17980,NA,NA,NA,290,44,NA
ALOX12,239,P18054,NA,NA,NA,49,8,NA
GPX2,2877,P18283,NA,NA,NA,82,11,NA
IL1RN,3557,P18510,NA,NA,NA,45,NA,73885368.94
RPL17,6139,P18621,NA,NA,NA,160,32,NA
LAG3,3902,P18627,NA,NA,NA,13,NA,NA
ATF6,22926,P18850,NA,NA,NA,46000,NA,NA
ATP5PF,522,P18859,NA,NA,NA,820,11,NA
KRT15,3866,P19012,NA,NA,NA,480000,14,204997872.6
KRT4,3851,P19013,NA,NA,NA,600000,13,213455707.9
PAM,5066,P19021,NA,NA,NA,98000,7,9490565.125
CDH2,1000,P19022,NA,NA,NA,160000,19,20500912.25
GNAZ,2781,P19086,NA,NA,NA,180,11,23966368.5
TNNI1,7135,P19237,NA,NA,NA,74,NA,NA
TNNI3,7137,P19429,NA,NA,NA,2400,NA,NA
TNFRSF1A,7132,P19438,NA,NA,NA,570,15,NA
GGT1,2678,P19440,NA,NA,NA,3600,24,59484245.73
FUT1,2523,P19526,NA,NA,NA,15,NA,NA
ORM2,5005,P19652,NA,NA,NA,41000000,NA,46168339.83
AOC1,26,P19801,NA,NA,NA,2500,1,NA
CEL,1056,P19835,NA,NA,NA,110,5,333178679.9
NCF2,4688,P19878,NA,NA,NA,12,NA,33952760.08
FST,10468,P19883,NA,NA,NA,1800,14,26633282.35
PI3,5266,P19957,NA,NA,NA,1400,NA,153268070
AMY2B,280,P19961,NA,NA,NA,77000,NA,410377099.9
CR2,1380,P20023,NA,NA,NA,220000,NA,NA
HLA-DPA1,3113,P20036,NA,NA,NA,240,NA,NA
TCN1,6947,P20061,NA,NA,NA,4000,NA,42287186.46
TCN2,6948,P20062,NA,NA,NA,19000,NA,NA
CD33,945,P20138,NA,NA,NA,3400,15,NA
TPSB2,64499,P20231,NA,NA,NA,16000,NA,NA
CD22,933,P20273,NA,NA,NA,13,3,NA
BTF3,689,P20290,NA,NA,NA,180,21,NA
TNFRSF1B,7133,P20333,NA,NA,NA,8100,2,NA
ITGAX,3687,P20702,NA,NA,NA,50,NA,61495616.02
DDC,1644,P20711,NA,NA,NA,120,NA,NA
PZP,5858,P20742,NA,NA,NA,15000000,5,2189168853
OGN,4969,P20774,NA,NA,NA,170000,NA,129167556.2
CAST,831,P20810,NA,NA,NA,17000,17,NA
EFNA1,1942,P20827,NA,NA,NA,2800,NA,NA
IMPDH1,3614,P20839,NA,NA,NA,17,28,NA
COL9A1,1297,P20849,NA,NA,NA,120,9,NA
C4BPB,725,P20851,NA,NA,NA,1100000,NA,149332469.9
NEB,4703,P20929,NA,NA,NA,120,13,NA
FLG,2312,P20930,NA,NA,NA,3800,NA,9143249.188
AGA,175,P20933,NA,NA,NA,36000,10,NA
RASA1,5921,P20936,NA,NA,NA,12,12,NA
ENDOU,8909,P21128,NA,NA,NA,14,NA,NA
PTN,5764,P21246,NA,NA,NA,1400,20,NA
AGXT,189,P21549,NA,NA,NA,4700,NA,903490568.7
KITLG,4254,P21583,NA,NA,NA,260,NA,NA
GPD1,2819,P21695,NA,NA,NA,4700,16,43965131
EPHA1,2041,P21709,NA,NA,NA,32000,6,65848783.75
MDK,4192,P21741,NA,NA,NA,960,24,NA
MSR1,4481,P21757,NA,NA,NA,67,NA,87744389
FGFR2,2263,P21802,NA,NA,NA,1200,1,NA
RYR1,6261,P21817,NA,NA,NA,46,2,NA
ERBB3,2065,P21860,NA,NA,NA,450,12,49589103.75
CD9,928,P21926,NA,NA,NA,1200,58,NA
BMP6,654,P22004,NA,NA,NA,46,10,NA
MMUT,4594,P22033,NA,NA,NA,150,NA,48937968.04
FBL,2091,P22087,NA,NA,NA,79,23,NA
TNXB,7148,P22105,NA,NA,NA,1500000,12,NA
CDH3,1001,P22223,NA,NA,NA,510,26,14149453.91
ACHE,43,P22303,NA,NA,NA,990,NA,43186237.38
IDS,3423,P22304,NA,NA,NA,17000,NA,NA
GPX3,2878,P22352,NA,NA,NA,6200000,8,NA
ENPP1,5167,P22413,NA,NA,NA,4400,16,36380744
FGFR4,2264,P22455,NA,NA,NA,7400,NA,197888216.5
FGFR3,2261,P22607,NA,NA,NA,2500,NA,NA
CALB2,794,P22676,NA,NA,NA,9.6,13,22877501.76
CBL,867,P22681,NA,NA,NA,67,NA,NA
TGM1,7051,P22735,NA,NA,NA,530,NA,66689071.5
CA4,762,P22748,NA,NA,NA,190,NA,129782078.1
GNLY,10578,P22749,NA,NA,NA,17,NA,NA
CPN2,1370,P22792,NA,NA,NA,25000000,NA,91760875.67
PROZ,8858,P22891,NA,NA,NA,650000,NA,23375423.75
MMP8,4317,P22894,NA,NA,NA,360,NA,37135927.72
MRC1,4360,P22897,NA,NA,NA,170000,NA,90222777.25
IGHV1-2,28474,P23083,NA,NA,NA,4000000,NA,90690720
AMPD1,270,P23109,NA,NA,NA,38,NA,NA
CA6,765,P23280,NA,NA,NA,24000,NA,NA
S100A1,6271,P23297,NA,NA,NA,290,8,26422476.23
HRC,3270,P23327,NA,NA,NA,100,NA,NA
GLDC,2731,P23378,NA,NA,NA,740,12,111686695.4
GCSH,2653,P23434,NA,NA,NA,50,13,NA
CBLN1,869,P23435,NA,NA,NA,6000,NA,NA
PTPRB,5787,P23467,NA,NA,NA,14000,8,NA
PTPRD,5789,P23468,NA,NA,NA,20000,14,49483963.94
PTPRZ1,5803,P23471,NA,NA,NA,3400,14,NA
LORICRIN,4014,P23490,NA,NA,NA,1800,NA,NA
BDNF,627,P23560,NA,NA,NA,24,NA,NA
PRTN3,5657,P24158,NA,NA,NA,390,11,NA
GPT,2875,P24298,NA,NA,NA,17000,NA,23474188
MMP11,4320,P24347,NA,NA,NA,640,10,65148297.44
CRHBP,1393,P24387,NA,NA,NA,69000,NA,NA
IL4R,3566,P24394,NA,NA,NA,110,3,NA
IGFBP6,3489,P24592,NA,NA,NA,300000,13,NA
DNASE1,1773,P24855,NA,NA,NA,420,NA,NA
DNAJB2,3300,P25686,NA,NA,NA,9.9,NA,18502735.33
COL5A3,50509,P25940,NA,NA,NA,330,8,NA
ITGB7,3695,P26010,NA,NA,NA,130,13,NA
KLRK1,22914,P26718,NA,NA,NA,47,NA,NA
CD27,939,P26842,NA,NA,NA,100,NA,NA
CNTFR,1271,P26992,NA,NA,NA,55000,NA,NA
AK4,205,P27144,NA,NA,NA,39,16,NA
PON1,5444,P27169,NA,NA,NA,17000000,NA,74214921.38
MAOB,4129,P27338,NA,NA,NA,110,NA,47561678.13
CALML3,810,P27482,NA,NA,NA,1200,19,446876155.3
DPP4,1803,P27487,NA,NA,NA,190000,30,41482563
CAD,790,P27708,NA,NA,NA,260,38,NA
CFP,5199,P27918,NA,NA,NA,6200000,NA,86591098.17
IL1R2,7850,P27930,NA,NA,NA,27000,NA,NA
ITPKB,3707,P27987,NA,NA,NA,39,NA,NA
PSMB9,5698,P28065,NA,NA,NA,340,17,NA
TMOD1,7111,P28289,NA,NA,NA,9.4,NA,NA
LOX,4015,P28300,NA,NA,NA,550,16,131005873
ADH6,130,P28332,NA,NA,NA,3400,11,55682871.5
GCA,25801,P28676,NA,NA,NA,1300,17,NA
PTPRM,5797,P28827,NA,NA,NA,130000,17,NA
