EntrezID,Gene,3250_overlap,protein_rank_3250,Core GESP Score ,Final GESP Score ,number of EXPERIMENT,Median
56479,KCNQ5,NA,NA,5,7.5,NA,NA
9469,CHST3,NA,NA,5,7.5,NA,47347082.63
26262,TSPAN17,NA,NA,5,7.5,NA,NA
27346,TMEM97,NA,NA,5,7.5,20,1458557.234
121227,LRIG3,NA,NA,5,7.5,NA,NA
130576,LYPD6B,NA,NA,5,7.5,NA,NA
10385,BTN2A2,NA,NA,5,7.5,NA,NA
57497,LRFN2,NA,NA,5,7.5,NA,NA
7223,TRPC4,NA,NA,5,7.5,NA,NA
57205,ATP10D,NA,NA,5,7.5,NA,NA
56301,SLC7A10,NA,NA,5,7.5,NA,NA
284129,SLC26A11,NA,NA,5,7.5,NA,NA
124935,SLC43A2,NA,NA,5,7.5,15,NA
55500,ETNK1,NA,NA,5,7.5,12,NA
168507,PKD1L1,NA,NA,5,7.5,3,NA
9813,EFCAB14,NA,NA,5,7.5,NA,NA
9992,KCNE2,NA,NA,5,7.5,NA,NA
157855,KCNU1,NA,NA,5,7.5,NA,NA
155184,SLC2A7,NA,NA,5,7.5,NA,NA
8772,FADD,P,1231,5,7,16,28145774
7173,TPO,NA,NA,5,7,NA,NA
10942,PRSS21,NA,NA,5,7,11,NA
126321,MFSD12,NA,NA,5,7,10,NA
57413,ADORA3,NA,NA,5,7,NA,NA
55763,EXOC1,P,1376,5,7,25,30090276.25
815,CAMK2A,NA,NA,5,7,4,NA
51478,HSD17B7,NA,NA,5,7,3,NA
202915,TMEM184A,NA,NA,5,7,2,NA
4534,MTM1,P,1993,5,7,15,12070064.63
6453,ITSN1,P,1675,5,7,7,20271894.5
5995,RGR,NA,NA,5,7,NA,NA
5729,PTGDR,NA,NA,5,7,NA,NA
10519,CIB1,P,866,5,7,29,33121503.63
2857,GPR34,NA,NA,5,7,NA,NA
9058,SLC13A2,NA,NA,5,7,NA,NA
27239,GPR162,NA,NA,5,7,NA,NA
55851,PSENEN,NA,NA,5,7,13,NA
221393,ADGRF4,NA,NA,5,7,NA,NA
64787,EPS8L2,P,2118,5,7,34,39644842.02
51429,SNX9,P,2021,5,7,25,70844122.21
55350,VNN3,NA,NA,5,7,1,NA
116985,ARAP1,P,399,5,7,15,41793842.98
135656,DPCR1,NA,NA,5,7,NA,NA
29763,PACSIN3,P,3068,5,7,36,48354869.41
2845,GPR22,NA,NA,5,7,NA,NA
3493,IGHA1,P,3205,5,7,3,973746076.2
4991,OR1D2,NA,NA,5,7,NA,NA
2853,GPR31,NA,NA,5,7,NA,NA
221391,OPN5,NA,NA,5,7,NA,NA
344807,CD200R1L,NA,NA,5,7,NA,NA
79334,OR11H2,NA,NA,5,7,NA,NA
2866,GPR42,NA,NA,5,7,NA,NA
81833,SPACA1,NA,NA,5,7,NA,NA
390195,OR5AN1,NA,NA,5,7,NA,NA
56656,OR2S2,NA,NA,5,7,NA,NA
916,CD3E,NA,NA,5,6.5,13,NA
7124,TNF,NA,NA,5,6.5,NA,NA
6804,STX1A,NA,NA,5,6.5,13,NA
7293,TNFRSF4,NA,NA,5,6.5,NA,NA
9619,ABCG1,NA,NA,5,6.5,13,NA
1896,EDA,NA,NA,5,6.5,NA,NA
3784,KCNQ1,NA,NA,5,6.5,11,NA
5376,PMP22,NA,NA,5,6.5,NA,NA
1630,DCC,NA,NA,5,6.5,7,NA
6582,SLC22A2,NA,NA,5,6.5,NA,NA
3785,KCNQ2,NA,NA,5,6.5,NA,NA
6528,SLC5A5,NA,NA,5,6.5,NA,NA
64838,FNDC4,NA,NA,5,6.5,NA,NA
8913,CACNA1G,NA,NA,5,6.5,NA,NA
201780,SLC10A4,NA,NA,5,6.5,NA,NA
6514,SLC2A2,NA,NA,5,6.5,NA,NA
366,AQP9,NA,NA,5,6.5,NA,NA
64101,LRRC4,NA,NA,5,6.5,NA,NA
27173,SLC39A1,NA,NA,5,6.5,10,NA
2813,GP2,NA,NA,5,6.5,13,166774038.6
9966,TNFSF15,NA,NA,5,6.5,NA,NA
5127,CDK16,NA,NA,5,6.5,NA,NA
112476,PRRT2,NA,NA,5,6.5,NA,NA
341208,HEPHL1,NA,NA,5,6.5,NA,NA
148229,ATP8B3,NA,NA,5,6.5,NA,NA
6570,SLC18A1,NA,NA,5,6.5,NA,NA
11033,ADAP1,NA,NA,5,6.5,NA,33505667.37
9132,KCNQ4,NA,NA,5,6.5,NA,NA
3786,KCNQ3,NA,NA,5,6.5,NA,NA
8643,PTCH2,NA,NA,5,6.5,NA,NA
4185,ADAM11,NA,NA,5,6.5,NA,NA
3745,KCNB1,NA,NA,5,6.5,NA,NA
57127,RHBG,NA,NA,5,6.5,NA,NA
388662,SLC6A17,NA,NA,5,6.5,NA,NA
3759,KCNJ2,NA,NA,5,6.5,NA,NA
10261,IGSF6,NA,NA,5,6.5,NA,NA
3770,KCNJ14,NA,NA,5,6.5,NA,NA
25823,TPSG1,NA,NA,5,6.5,NA,NA
375387,NRROS,NA,NA,5,6.5,NA,NA
284759,SIRPB2,NA,NA,5,6.5,NA,NA
57689,LRRC4C,NA,NA,5,6.5,NA,NA
10893,MMP24,NA,NA,5,6.5,NA,NA
56253,CRTAM,NA,NA,5,6.5,NA,NA
9427,ECEL1,NA,NA,5,6.5,NA,NA
23584,VSIG2,NA,NA,5,6.5,NA,NA
146395,GSG1L,NA,NA,5,6.5,NA,NA
6323,SCN1A,NA,NA,5,6.5,NA,NA
7380,UPK3A,NA,NA,5,6.5,NA,NA
57419,SLC24A3,NA,NA,5,6.5,NA,NA
255324,EPGN,NA,NA,5,6.5,NA,NA
85445,CNTNAP4,NA,NA,5,6.5,NA,NA
53833,IL20RB,NA,NA,5,6.5,NA,NA
219527,LRRC55,NA,NA,5,6.5,NA,NA
4062,LY6H,NA,NA,5,6.5,NA,16358247.63
79589,RNF128,NA,NA,5,6.5,NA,13714147
114798,SLITRK1,NA,NA,5,6.5,NA,NA
4224,MEP1A,NA,NA,5,6.5,2,91853770.26
6549,SLC9A2,NA,NA,5,6.5,NA,NA
6511,SLC1A6,NA,NA,5,6.5,10,NA
220963,SLC16A9,NA,NA,5,6.5,NA,NA
115584,SLC5A11,NA,NA,5,6.5,NA,NA
22997,IGSF9B,NA,NA,5,6.5,NA,NA
57228,SMAGP,NA,NA,5,6.5,11,NA
161357,MDGA2,NA,NA,5,6.5,NA,NA
85450,ITPRIP,NA,NA,5,6.5,NA,NA
10917,BTNL3,NA,NA,5,6.5,NA,NA
149466,C1orf210,NA,NA,5,6.5,NA,NA
23531,MMD,NA,NA,5,6.5,NA,NA
388336,SHISA6,NA,NA,5,6.5,NA,NA
6543,SLC8A2,NA,NA,5,6.5,NA,NA
56660,KCNK12,NA,NA,5,6.5,NA,NA
254228,FAM26E,NA,NA,5,6.5,9,12963755.25
153579,BTNL9,NA,NA,5,6.5,NA,NA
6554,SLC10A1,NA,NA,5,6.5,NA,NA
7289,TULP3,NA,NA,5,6.5,3,NA
1318,SLC31A2,NA,NA,5,6.5,NA,NA
343,AQP8,NA,NA,5,6.5,NA,68150271.22
57156,TMEM63C,NA,NA,5,6.5,NA,NA
140578,CHODL,NA,NA,5,6.5,NA,73667275.5
27439,CECR6,NA,NA,5,6.5,NA,NA
132014,IL17RE,NA,NA,5,6.5,NA,NA
401399,PRRT4,NA,NA,5,6.5,NA,NA
441631,TSPAN11,NA,NA,5,6.5,12,NA
375323,LHFPL4,NA,NA,5,6.5,NA,NA
192683,SCAMP5,NA,NA,5,6.5,NA,NA
57864,SLC46A2,NA,NA,5,6.5,NA,NA
133308,SLC9B2,NA,NA,5,6.5,NA,NA
79844,ZDHHC11,NA,NA,5,6.5,NA,NA
150372,NFAM1,NA,NA,5,6.5,NA,NA
9890,LPPR4,NA,NA,5,6.5,NA,NA
112609,MRAP2,NA,NA,5,6.5,NA,NA
729956,SHISA7,NA,NA,5,6.5,NA,NA
28968,SLC6A16,NA,NA,5,6.5,NA,NA
80723,SLC35G2,NA,NA,5,6.5,NA,NA
83698,CALN1,NA,NA,5,6.5,NA,NA
269,AMHR2,NA,NA,5,6.5,NA,NA
339390,CLEC4G,NA,NA,5,6.5,NA,NA
132204,SYNPR,NA,NA,5,6.5,NA,NA
55146,ZDHHC4,NA,NA,5,6.5,NA,NA
145407,C14orf37,NA,NA,5,6.5,NA,NA
653082,ZDHHC11B,NA,NA,5,6.5,NA,NA
30816,ERVW-1,NA,NA,5,6.5,NA,NA
57611,ISLR2,NA,NA,5,6.5,NA,NA
29954,POMT2,NA,NA,5,6.5,NA,NA
1089,CEACAM4,NA,NA,5,6.5,NA,NA
405754,ERVFRD-1,NA,NA,5,6.5,NA,NA
344838,PAQR9,NA,NA,5,6.5,NA,NA
53832,IL20RA,NA,NA,5,6.5,NA,NA
121601,ANO4,NA,NA,5,6.5,NA,NA
419,ART3,NA,NA,5,6.5,NA,NA
387804,VSTM5,NA,NA,5,6.5,NA,NA
3758,KCNJ1,NA,NA,5,6.5,NA,NA
80731,THSD7B,NA,NA,5,6.5,NA,NA
114571,SLC22A9,NA,NA,5,6.5,NA,NA
389118,CDHR4,NA,NA,5,6.5,NA,NA
23416,KCNH3,NA,NA,5,6.5,NA,NA
161003,STOML3,NA,NA,5,6.5,1,NA
7007,TECTA,NA,NA,5,6.5,10,NA
3763,KCNJ6,NA,NA,5,6.5,NA,NA
2515,ADAM2,NA,NA,5,6.5,NA,NA
6512,SLC1A7,NA,NA,5,6.5,NA,NA
84133,ZNRF3,NA,NA,5,6.5,NA,NA
54586,EQTN,NA,NA,5,6.5,NA,NA
125931,CEACAM20,NA,NA,5,6.5,NA,NA
22987,SV2C,NA,NA,5,6.5,NA,NA
286183,NKAIN3,NA,NA,5,6.5,NA,NA
140679,SLC32A1,NA,NA,5,6.5,NA,NA
150165,XKR3,NA,NA,5,6.5,NA,NA
53942,CNTN5,NA,NA,5,6.5,NA,NA
26266,SLC13A4,NA,NA,5,6.5,NA,NA
222662,LHFPL5,NA,NA,5,6.5,NA,NA
257062,CATSPERD,NA,NA,5,6.5,16,NA
27091,CACNG5,NA,NA,5,6.5,NA,NA
57084,SLC17A6,NA,NA,5,6.5,NA,NA
11086,ADAM29,NA,NA,5,6.5,NA,NA
284359,IZUMO1,NA,NA,5,6.5,NA,NA
9389,SLC22A14,NA,NA,5,6.5,NA,NA
92736,OTOP2,NA,NA,5,6.5,NA,NA
63982,ANO3,NA,NA,5,6.5,NA,NA
285220,EPHA6,NA,NA,5,6.5,22,NA
10345,TRDN,NA,NA,5,6.5,NA,NA
246213,SLC17A8,NA,NA,5,6.5,NA,NA
117532,TMC2,NA,NA,5,6.5,NA,NA
644070,RP11-477N12.3,NA,NA,5,6.5,NA,NA
347741,OTOP3,NA,NA,5,6.5,NA,NA
144448,TSPAN19,NA,NA,5,6.5,NA,NA
221301,FAM26D,NA,NA,5,6.5,10,NA
619207,SCART1,NA,NA,5,6.5,NA,NA
8877,SPHK1,NA,NA,5,6,NA,NA
6850,SYK,P,1278,5,6,14,61357906.83
4023,LPL,NA,NA,5,6,14,59007904.85
56288,PARD3,NA,NA,5,6,12,NA
57111,RAB25,NA,NA,5,6,22,139090935
5294,PIK3CG,NA,NA,5,6,6,15602805.54
116372,LYPD1,NA,NA,5,6,13,NA
3730,ANOS1,NA,NA,5,6,1,NA
10125,RASGRP1,NA,NA,5,6,NA,NA
4046,LSP1,P,1761,5,6,7,18641790.51
322,APBB1,NA,NA,5,6,NA,NA
26507,CNNM1,NA,NA,5,6,NA,NA
5064,PALM,P,3138,5,6,14,51135900.43
57530,CGN,NA,NA,5,6,10,NA
23643,LY96,NA,NA,5,6,NA,53349291
64221,ROBO3,NA,NA,5,6,NA,NA
8394,PIP5K1A,NA,NA,5,6,19,NA
23413,NCS1,P,1822,5,6,13,13705327.67
9873,FCHSD2,NA,NA,5,6,NA,NA
30845,EHD3,P,1939,5,6,30,181893950.1
145567,TTC7B,NA,NA,5,6,10,17035692.63
55515,ASIC4,NA,NA,5,6,11,NA
9266,CYTH2,NA,NA,5,6,6,NA
54718,BTN2A3P,NA,NA,5,6,NA,NA
3501,IGHG2,P,3116,5,6,1,438715317.7
417,ART1,NA,NA,5,6,NA,NA
64743,WDR13,NA,NA,5,6,NA,NA
206338,LVRN,NA,NA,5,6,NA,NA
6975,TECTB,NA,NA,5,6,NA,NA
83639,TEX101,NA,NA,5,6,NA,NA
9846,GAB2,NA,NA,5,5.5,NA,NA
2869,GRK5,NA,NA,5,5.5,7,NA
4842,NOS1,NA,NA,5,5.5,NA,NA
9699,RIMS2,NA,NA,5,5.5,NA,NA
27151,CPAMD8,NA,NA,5,5.5,NA,NA
150084,IGSF5,NA,NA,5,5.5,NA,NA
646627,LYPD8,NA,NA,5,5.5,NA,201257969
200879,LIPH,NA,NA,5,5.5,21,NA
100271927,RASA4B,NA,NA,5,5.5,NA,NA
81406,OR2W6P,NA,NA,5,5.5,NA,NA
119764,OR4X2,NA,NA,5,5.5,NA,NA
390756,OR3A4P,NA,NA,5,5.5,NA,NA
26492,OR8G2P,NA,NA,5,5.5,NA,NA
26211,OR2F1,NA,NA,5,5.5,NA,NA
653166,OR1D4,NA,NA,5,5.5,NA,NA
403257,OR4C45,NA,NA,5,5.5,NA,NA
8391,OR1P1,NA,NA,5,5.5,NA,NA
128367,OR10X1,NA,NA,5,5.5,NA,NA
219428,OR4C16,NA,NA,5,5.5,NA,NA
219479,OR5R1,NA,NA,5,5.5,NA,NA
347169,OR1B1,NA,NA,5,5.5,NA,NA
219959,OR1S1,NA,NA,5,5.5,NA,NA
283617,OR4K3,NA,NA,5,5.5,NA,NA
317702,VN1R3,NA,NA,5,5.5,NA,NA
65944,OR2B8P,NA,NA,5,5.5,NA,NA
81431,OR5AC1,NA,NA,5,5.5,NA,NA
81315,OR4A8,NA,NA,5,5.5,NA,NA
26495,OR9A1P,NA,NA,5,5.5,NA,NA
391121,OR10J4,NA,NA,5,5.5,NA,NA
391190,OR2L8,NA,NA,5,5.5,NA,NA
390142,OR5D13,NA,NA,5,5.5,NA,NA
55600,ITLN1,NA,NA,5,5,8,56801070.09
8837,CFLAR,NA,NA,5,5,3,NA
3001,GZMA,NA,NA,5,5,NA,NA
23189,KANK1,P,2398,5,5,15,23105077.42
7006,TEC,NA,NA,5,5,NA,NA
128853,DUSP15,NA,NA,5,5,NA,NA
5775,PTPN4,NA,NA,5,5,NA,NA
2268,FGR,NA,NA,5,5,4,161305743.5
5141,PDE4A,NA,NA,5,5,NA,NA
1740,DLG2,NA,NA,5,5,4,NA
154796,AMOT,NA,NA,5,5,NA,NA
27134,TJP3,NA,NA,5,5,15,38051059
26051,PPP1R16B,NA,NA,5,5,12,6278441.578
127700,OSCP1,NA,NA,5,5,12,NA
50855,PARD6A,NA,NA,5,5,NA,NA
7512,XPNPEP2,NA,NA,5,5,6,10473863.25
503542,SPRN,NA,NA,5,5,NA,NA
339221,ENPP7,NA,NA,5,5,3,29706748.5
84552,PARD6G,NA,NA,5,5,NA,NA
27289,RND1,NA,NA,5,5,NA,NA
2694,GIF,NA,NA,5,5,NA,NA
5913,RAPSN,NA,NA,5,5,NA,NA
2765,GML,NA,NA,5,5,NA,NA
28577,TRBV12-3,NA,NA,5,5,NA,NA
137797,LYPD2,NA,NA,5,5,10,1194126824
55997,CFC1,NA,NA,5,5,NA,NA
285966,TCAF2,NA,NA,5,5,NA,NA
84260,TCHP,NA,NA,5,5,NA,NA
130749,CPO,NA,NA,5,5,NA,NA
28893,IGKV1D-39,NA,NA,5,5,NA,NA
28664,TRAV19,NA,NA,5,5,NA,NA
147719,LYPD4,NA,NA,5,5,NA,NA
28907,IGKV5-2,NA,NA,5,5,NA,NA
28820,IGLV1-51,NA,NA,5,5,NA,142238832.1
3503,IGHG4,P,3136,5,5,1,443685734.8
340990,OTOG,NA,NA,5,5,NA,NA
360226,PRSS41,NA,NA,5,5,NA,NA
100129094,BTNL10,NA,NA,5,5,NA,NA
644444,TMEM30C,NA,NA,5,5,NA,NA
9777,TM9SF4,NA,NA,4,12.5,23,NA
4267,CD99,P,3056,4,12,14,41451380.59
2782,GNB1,P,2797,4,12,44,766872252.6
10424,PGRMC2,P,2282,4,12,16,62117874
811,CALR,P,2411,4,11.5,34,129344477.6
3703,STT3A,P,916,4,11.5,16,12752980.5
10134,BCAP31,P,2210,4,11.5,21,93547404.17
9218,VAPA,P,2627,4,11.5,16,40688522
2734,GLG1,P,1204,4,11.5,35,31983945.75
23344,ESYT1,P,2068,4,11.5,26,41388825.44
5879,RAC1,P,2428,4,11,43,456707555.5
1213,CLTC,P,2392,4,11,46,1028316645
57650,KIAA1524,NA,NA,4,11,14,NA
10970,CKAP4,P,990,4,11,26,30952223.5
2773,GNAI3,P,798,4,11,41,472564938.3
998,CDC42,P,2995,4,10.5,41,385848321.6
8673,VAMP8,P,1234,4,10.5,19,68409777.88
91289,LMF2,P,1406,4,10.5,13,4364447.727
567,B2M,P,2503,4,10,27,451951791.9
5034,P4HB,P,1669,4,10,41,133363472
4134,MAP4,P,1931,4,10,20,20077882.5
1785,DNM2,P,1627,4,10,35,89120784.75
23225,NUP210,P,867,4,10,14,10052553.89
79026,AHNAK,P,2149,4,10,44,194071132
1729,DIAPH1,NA,NA,4,10,32,NA
857,CAV1,P,2794,4,9.5,15,142142904.4
2683,B4GALT1,P,1459,4,9.5,12,69446134.28
121457,IKBIP,P,11,4,9.5,11,14145594.86
64747,MFSD1,NA,NA,4,9.5,5,NA
6845,VAMP7,P,855,4,9.5,25,17217795.76
348980,HCN1,NA,NA,4,9.5,NA,NA
11018,TMED1,P,1395,4,9.5,9,61463777.55
3936,LCP1,P,1787,4,9,27,57039886.69
382,ARF6,P,2134,4,9,34,73972838.38
25932,CLIC4,P,2653,4,9,31,151181773.9
826,CAPNS1,P,2339,4,9,30,87355836.96
2770,GNAI1,P,3025,4,9,36,464768835
11021,RAB35,P,2609,4,9,35,753718066.6
55361,PI4K2A,P,816,4,9,24,13718133.5
3119,HLA-DQB1,NA,NA,4,8.5,NA,NA
818,CAMK2G,NA,NA,4,8.5,19,NA
2035,EPB41,P,3082,4,8.5,22,43921920.8
10581,IFITM2,NA,NA,4,8.5,16,NA
23250,ATP11A,NA,NA,4,8.5,10,12431805
160897,GPR180,NA,NA,4,8.5,13,NA
10228,STX6,P,614,4,8.5,16,12443162
113178,SCAMP4,P,1281,4,8.5,19,28398658
9653,HS2ST1,NA,NA,4,8.5,2,10306003.5
55080,TAPBPL,NA,NA,4,8.5,NA,6095999.219
5881,RAC3,NA,NA,4,8,32,386874532.8
6386,SDCBP,P,1786,4,8,49,254863477.7
1175,AP2S1,P,2030,4,8,15,148877848
8301,PICALM,P,1183,4,8,39,23259304.14
4646,MYO6,NA,NA,4,8,25,NA
23420,NOMO1,NA,NA,4,8,19,NA
54518,APBB1IP,P,752,4,8,14,27415444.5
7205,TRIP6,P,1327,4,8,20,51766845.25
53373,TPCN1,NA,NA,4,8,6,NA
219771,CCNY,P,1081,4,8,25,32442870.56
23657,SLC7A11,NA,NA,4,7.5,22,50338846.44
858,CAV2,NA,NA,4,7.5,6,17984582.63
5205,ATP8B1,NA,NA,4,7.5,21,16730272.93
4734,NEDD4,NA,NA,4,7.5,30,NA
10611,PDLIM5,P,2668,4,7.5,20,107029794.5
64241,ABCG8,NA,NA,4,7.5,NA,NA
23224,SYNE2,P,1971,4,7.5,13,21604998.06
9379,NRXN2,NA,NA,4,7.5,NA,NA
57158,JPH2,NA,NA,4,7.5,NA,NA
479,ATP12A,NA,NA,4,7.5,16,253750162.4
2677,GGCX,NA,NA,4,7.5,10,2462088.656
163882,CNST,NA,NA,4,7.5,NA,NA
126969,SLC44A3,NA,NA,4,7.5,NA,NA
92293,TMEM132C,NA,NA,4,7.5,NA,NA
84141,EVA1A,NA,NA,4,7.5,14,NA
80008,TMEM156,NA,NA,4,7.5,NA,NA
55283,MCOLN3,NA,NA,4,7.5,NA,NA
54953,C1orf27,NA,NA,4,7.5,5,NA
10184,LHFPL2,NA,NA,4,7.5,16,142554193
93380,MMGT1,NA,NA,4,7.5,18,NA
6809,STX3,NA,NA,4,7.5,25,NA
9488,PIGB,NA,NA,4,7.5,NA,NA
83941,TM2D1,NA,NA,4,7.5,NA,NA
9522,SCAMP1,P,1695,4,7.5,15,64061517.69
4258,MGST2,P,2276,4,7.5,2,19413408
57048,TMEM256-PLSCR3,NA,NA,4,7.5,33,30296729.5
3611,ILK,P,2234,4,7,31,167338417.3
5898,RALA,P,2083,4,7,42,88191028.53
10486,CAP2,NA,NA,4,7,15,NA
4026,LPP,P,2716,4,7,13,76941500
57104,PNPLA2,NA,NA,4,7,NA,2057767
10787,NCKAP1,P,1595,4,7,31,61564779.33
113146,AHNAK2,P,1397,4,7,19,26237928.88
55915,LANCL2,P,2661,4,7,25,27544548.94
60682,SMAP1,NA,NA,4,7,10,NA
7323,UBE2D3,NA,NA,4,7,16,91772287.25
9454,HOMER3,P,986,4,7,20,9243892.063
259285,TAS2R39,NA,NA,4,7,NA,NA
10683,DLL3,NA,NA,4,6.5,12,NA
3290,HSD11B1,NA,NA,4,6.5,NA,NA
6261,RYR1,NA,NA,4,6.5,2,NA
762,CA4,NA,NA,4,6.5,NA,129782078.1
23245,ASTN2,NA,NA,4,6.5,NA,NA
55654,TMEM127,NA,NA,4,6.5,14,NA
7991,TUSC3,NA,NA,4,6.5,NA,NA
2054,STX2,NA,NA,4,6.5,13,49193377.25
11059,WWP1,NA,NA,4,6.5,14,22452630
10090,UST,NA,NA,4,6.5,NA,NA
4140,MARK3,P,1716,4,6.5,17,55283042.75
80208,SPG11,NA,NA,4,6.5,NA,NA
5791,PTPRE,P,116,4,6.5,23,23679180.1
6860,SYT4,NA,NA,4,6.5,NA,25606268
78999,LRFN4,NA,NA,4,6.5,NA,NA
6263,RYR3,NA,NA,4,6.5,NA,NA
221091,LRRN4CL,NA,NA,4,6.5,NA,NA
399909,PCNXL3,NA,NA,4,6.5,9,NA
9214,FCMR,NA,NA,4,6.5,NA,NA
10003,NAALAD2,NA,NA,4,6.5,1,NA
22821,RASA3,P,140,4,6.5,12,27861439.25
10006,ABI1,NA,NA,4,6.5,27,NA
57198,ATP8B2,NA,NA,4,6.5,16,NA
57709,SLC7A14,NA,NA,4,6.5,NA,NA
113277,TMEM106A,NA,NA,4,6.5,NA,NA
6092,ROBO2,NA,NA,4,6.5,12,NA
65989,DLK2,NA,NA,4,6.5,NA,NA
5586,PKN2,P,1037,4,6.5,18,36334105.22
9766,SUSD6,NA,NA,4,6.5,NA,NA
64327,LMBR1,NA,NA,4,6.5,NA,NA
79644,SRD5A3,NA,NA,4,6.5,NA,NA
10207,INADL,P,453,4,6.5,23,6535623.641
23400,ATP13A2,NA,NA,4,6.5,NA,NA
2207,FCER1G,P,574,4,6.5,7,111971108
116843,SLC18B1,NA,NA,4,6.5,NA,NA
5585,PKN1,P,383,4,6.5,25,20294368.92
22848,AAK1,NA,NA,4,6.5,NA,34598634.13
131096,KCNH8,NA,NA,4,6.5,11,NA
55315,SLC29A3,NA,NA,4,6.5,NA,NA
6560,SLC12A4,NA,NA,4,6.5,21,29544435
51063,CALHM2,NA,NA,4,6.5,13,NA
23231,SEL1L3,NA,NA,4,6.5,NA,NA
26511,CHIC2,NA,NA,4,6.5,NA,NA
286148,DPY19L4,NA,NA,4,6.5,NA,NA
59307,SIGIRR,NA,NA,4,6.5,19,NA
25829,TMEM184B,NA,NA,4,6.5,NA,NA
54842,MFSD6,NA,NA,4,6.5,15,7996569.5
10585,POMT1,NA,NA,4,6.5,NA,NA
131601,TPRA1,NA,NA,4,6.5,14,NA
26123,TCTN3,NA,NA,4,6.5,NA,NA
64924,SLC30A5,NA,NA,4,6.5,NA,NA
55751,TMEM184C,NA,NA,4,6.5,NA,NA
55113,XKR8,NA,NA,4,6.5,NA,NA
64231,MS4A6A,NA,NA,4,6.5,NA,NA
55334,SLC39A9,NA,NA,4,6.5,2,8857888.375
10021,HCN4,NA,NA,4,6.5,NA,NA
5790,PTPRCAP,NA,NA,4,6.5,NA,47087078.5
10343,PKDREJ,NA,NA,4,6.5,NA,NA
399947,C11orf87,NA,NA,4,6.5,NA,NA
83849,SYT15,NA,NA,4,6.5,NA,NA
102723996,ICOSLG,NA,NA,4,6.5,NA,NA
5747,PTK2,NA,NA,4,6,16,NA
7251,TSG101,NA,NA,4,6,51,NA
1756,DMD,P,3054,4,6,15,46099365.43
26762,HAVCR1,NA,NA,4,6,11,NA
2776,GNAQ,P,2212,4,6,29,60430750.38
1020,CDK5,P,556,4,6,26,93432303.13
9101,USP8,P,1176,4,6,8,10933619.45
30835,CD209,NA,NA,4,6,NA,74463921.5
8436,SDPR,P,3222,4,6,13,64457804
51160,VPS28,P,631,4,6,35,29487525.06
153090,DAB2IP,NA,NA,4,6,NA,NA
201305,SPNS3,NA,NA,4,6,NA,NA
57580,PREX1,P,761,4,6,14,21923702.57
247,ALOX15B,NA,NA,4,6,NA,NA
81831,NETO2,NA,NA,4,6,NA,NA
143098,MPP7,P,2438,4,6,24,18143055.13
64582,GPR135,NA,NA,4,6,15,NA
59271,EVA1C,NA,NA,4,6,NA,NA
5286,PIK3C2A,P,1091,4,6,19,6481905
57088,PLSCR4,NA,NA,4,6,14,38464022.19
23234,DNAJC9,P,1023,4,6,16,30553336
9342,SNAP29,P,2250,4,6,15,11623372.95
84435,ADGRA1,NA,NA,4,6,NA,NA
64478,CSMD1,NA,NA,4,6,NA,NA
347735,SERINC2,NA,NA,4,6,15,NA
1305,COL13A1,NA,NA,4,6,NA,NA
4354,MPP1,P,2240,4,6,6,15450720.2
90273,CEACAM21,NA,NA,4,6,NA,NA
64005,MYO1G,P,1468,4,6,16,20336962.88
816,CAMK2B,NA,NA,4,6,17,66057090.75
112464,PRKCDBP,P,3003,4,6,14,80158484.94
23265,EXOC7,NA,NA,4,6,27,NA
55327,LIN7C,P,2082,4,6,31,51978335.44
56990,CDC42SE2,NA,NA,4,6,17,60179962
55568,GALNT10,NA,NA,4,6,2,23586277.94
11135,CDC42EP1,NA,NA,4,6,NA,10290700.25
259294,TAS2R19,NA,NA,4,6,NA,NA
9334,B4GALT5,NA,NA,4,6,15,117640247.5
3823,KLRC3,NA,NA,4,6,NA,NA
113026,PLCD3,NA,NA,4,6,23,37246156.5
259290,TAS2R31,NA,NA,4,6,NA,NA
5726,TAS2R38,NA,NA,4,6,NA,NA
259293,TAS2R30,NA,NA,4,6,NA,NA
84687,PPP1R9B,NA,NA,4,6,NA,NA
165082,ADGRF3,NA,NA,4,6,NA,NA
88455,ANKRD13A,P,508,4,6,5,10499121.5
81025,GJA9,NA,NA,4,6,NA,NA
100507003,GFY,NA,NA,4,6,NA,NA
401993,OR2T5,NA,NA,4,6,NA,NA
654429,LRTM2,NA,NA,4,6,NA,NA
115653,KIR3DL3,NA,NA,4,6,NA,NA
83552,MFRP,NA,NA,4,6,NA,NA
50834,TAS2R1,NA,NA,4,6,NA,NA
81696,OR5V1,NA,NA,4,6,9,NA
26707,OR2J2,NA,NA,4,6,NA,NA
222611,ADGRF2,NA,NA,4,6,NA,NA
50831,TAS2R3,NA,NA,4,6,NA,NA
50836,TAS2R8,NA,NA,4,6,NA,NA
259296,TAS2R50,NA,NA,4,6,NA,NA
57408,LRTM1,NA,NA,4,6,NA,NA
81797,OR12D3,NA,NA,4,6,NA,NA
259286,TAS2R40,NA,NA,4,6,NA,184239674
442191,OR14J1,NA,NA,4,6,NA,NA
50835,TAS2R9,NA,NA,4,6,NA,NA
50837,TAS2R7,NA,NA,4,6,NA,NA
100126572,GJE1,NA,NA,4,6,NA,NA
6262,RYR2,NA,NA,4,5.5,NA,NA
5320,PLA2G2A,NA,NA,4,5.5,16,NA
